level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2200	3197	-1	
2	1	1	0	0	0	3	188	2123	2146	-1	
3	1	1	1	0	0	3	188	2123	2127	-1	
4	1	1	1	1	0	57	188	2014	35	-1	
5	1	1	1	1	1	57	188	125	28	0.000000	Ethkfie
5	1	1	1	1	2	196	189	28	26	96.613556	Al
5	1	1	1	1	3	246	184	120	43	0.000000	Ghandi
5	1	1	1	1	4	386	184	176	43	58.408043	Contracting
5	1	1	1	1	5	583	184	58	43	85.753868	Est.
5	1	1	1	1	6	1454	194	115	23	5.250740	AIR
5	1	1	1	1	7	1583	198	13	24	58.540131	f
5	1	1	1	1	8	1604	196	65	26	30.362106	asia)
5	1	1	1	1	9	1690	194	88	29	48.277596	me
5	1	1	1	1	10	1759	180	20	47	44.416393	J!
5	1	1	1	1	11	1791	200	54	12	42.413406	ame
5	1	1	1	1	12	1857	200	73	23	9.896606	Ge
5	1	1	1	1	13	1908	180	24	47	24.133980	Mt
5	1	1	1	1	14	1945	205	27	13	41.289822	ge
5	1	1	1	1	15	1983	194	88	27	41.743546	dees
4	1	1	1	2	0	50	236	2026	18	-1	
5	1	1	1	2	1	50	238	20	12	29.482254	a)
5	1	1	1	2	2	83	236	153	17	2.766258	Varewriyer,
5	1	1	1	2	3	261	232	68	29	7.879028	Vere,
5	1	1	1	2	4	345	238	64	15	52.983353	16658
5	1	1	1	2	5	1747	238	179	15	15.929428	a
5	1	1	1	2	6	1929	231	38	28	30.973686	ee
5	1	1	1	2	7	1972	236	104	18	44.877975	eee
5	1	1	1	2	8	2072	231	7	28	38.056026	|
4	1	1	1	3	0	53	268	2013	31	-1	
5	1	1	1	3	1	53	269	23	25	36.430435	=.)
5	1	1	1	3	2	112	272	43	14	68.915680	Wa
5	1	1	1	3	3	172	281	87	6	0.000000	MOVs
5	1	1	1	3	4	283	272	26	16	0.000000	7¢
5	1	1	1	3	5	1106	274	14	2	40.754261	_
5	1	1	1	3	6	1152	268	39	31	0.116486	=™
5	1	1	1	3	7	1869	280	2	2	36.313446	+.
5	1	1	1	3	8	1897	275	47	11	52.709240	tant
5	1	1	1	3	9	1984	274	82	12	53.807617	|
4	1	1	1	4	0	51	307	2008	19	-1	
5	1	1	1	4	1	51	307	38	18	0.000000	Ve)
5	1	1	1	4	2	106	296	46	34	82.102341	WO:
5	1	1	1	4	3	163	296	35	34	46.487965	1D)
5	1	1	1	4	4	214	307	144	18	42.312981	450745440
5	1	1	1	4	5	1813	311	52	8	24.324631	ore
5	1	1	1	4	6	1929	311	9	6	5.798676	°
5	1	1	1	4	7	1969	316	52	5	0.000000	\e@entl
5	1	1	1	4	8	2054	318	5	3	42.364853	a
4	1	1	1	5	0	737	385	659	53	-1	
5	1	1	1	5	1	737	387	89	39	94.568939	TAX
5	1	1	1	5	2	848	385	203	41	92.080238	INVOICE
5	1	1	1	5	3	1076	390	10	33	92.080238	/
5	1	1	1	5	4	1107	394	62	37	47.426414	SM
5	1	1	1	5	5	1181	397	76	41	53.281158	we
5	1	1	1	5	6	1281	394	30	44	49.815983	5
5	1	1	1	5	7	1343	389	53	48	31.584480	94
4	1	1	1	6	0	38	522	1330	36	-1	
5	1	1	1	6	1	38	522	141	27	32.050926	Customer
5	1	1	1	6	2	194	524	88	24	38.198402	Nante
5	1	1	1	6	3	622	549	49	9	64.302185	—
5	1	1	1	6	4	805	550	81	8	31.044624	ar
5	1	1	1	6	5	1237	526	131	28	21.750778	heal!
5	1	1	1	6	6	1339	520	34	44	36.638927	el
4	1	1	1	7	0	77	633	1318	43	-1	
5	1	1	1	7	1	77	649	166	27	0.000000	Customer's
5	1	1	1	7	2	361	633	70	26	92.662781	0345
5	1	1	1	7	3	458	633	57	26	83.568756	13D
5	1	1	1	7	4	535	635	129	24	87.882248	AlManar
5	1	1	1	7	5	681	633	54	26	39.152031	Di
5	1	1	1	7	6	760	634	138	25	0.000000	DAMMANN
5	1	1	1	7	7	914	633	87	26	27.357368	Sauti
5	1	1	1	7	8	1017	633	112	26	51.283249	ARAB
5	1	1	1	7	9	1281	654	54	15	17.608124	ot
5	1	1	1	7	10	1380	654	15	9	48.444931	a
4	1	1	1	8	0	105	663	2006	57	-1	
5	1	1	1	8	1	105	668	110	52	1.268044	cadence
5	1	1	1	8	2	367	678	24	18	49.002113	WP
5	1	1	1	8	3	440	672	69	26	37.080147	PLO
5	1	1	1	8	4	541	677	96	25	0.000000	Spapmaadl
5	1	1	1	8	5	660	659	26	54	36.681133	Sy
5	1	1	1	8	6	705	676	30	27	45.272556	ad
5	1	1	1	8	7	752	676	79	22	11.617340	Saal!
5	1	1	1	8	8	863	677	62	21	35.571831	plat!
5	1	1	1	8	9	959	677	82	32	0.000000	apie
5	1	1	1	8	10	1058	677	55	26	40.375877	fue
5	1	1	1	8	11	1213	663	171	44	14.876999	ihc
5	1	1	1	8	12	1492	672	59	26	55.001450	Due
5	1	1	1	8	13	1564	672	70	26	28.034035	Gate
5	1	1	1	8	14	1668	659	9	54	23.963768	J
5	1	1	1	8	15	1692	672	180	31	15.568329	20400-2025
5	1	1	1	8	16	1888	659	14	54	68.127365	|
5	1	1	1	8	17	1920	677	113	26	31.302353	pues!
5	1	1	1	8	18	2049	677	62	32	37.826729	at
4	1	1	1	9	0	100	698	1240	39	-1	
